,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Travelling_Solo,Group_Size,Cabin_Deck,Cabin_Side,Cabin_Region1,Cabin_Region2,Cabin_Region3,Cabin_Region4,Cabin_Region5,Cabin_Region6,Age Group,Total Expenditure,No Spending,Expenditure Category
1183,1255_01,Mars,True,F/242/S,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,,0.0,Shres Potte,True,False,2,F,S,True,False,False,False,False,False,age_50+,0.0,True,No Expense
1184,1255_02,Mars,True,F/242/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Razzle Potte,True,False,2,F,S,True,False,False,False,False,False,Age_0-18,0.0,True,No Expense
1185,1256_01,Mars,False,E/92/S,TRAPPIST-1e,27.0,False,1277.0,0.0,1.0,10.0,9.0,Hary Erpie,False,True,1,E,S,True,False,False,False,False,False,Age_26-32,1297.0,False,Medium Expense
1186,1258_01,Europa,False,A/10/P,55 Cancri e,30.0,False,0.0,3628.0,289.0,1737.0,4987.0,Tauva Cowsearney,False,True,1,A,P,True,False,False,False,False,False,Age_26-32,10641.0,False,High Expense
1187,1259_01,Earth,False,F/243/S,TRAPPIST-1e,19.0,False,0.0,0.0,619.0,0.0,142.0,Eulahy Mcguirez,False,True,1,F,S,True,False,False,False,False,False,Age_19-25,761.0,False,Medium Expense
1188,1260_01,Earth,True,G/186/P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Glena Scotterkins,True,True,1,G,P,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
1189,1261_01,Europa,False,C/49/P,55 Cancri e,43.0,False,1365.0,3106.0,0.0,50.0,2313.0,Brafirk Healted,False,True,1,C,P,True,False,False,False,False,False,Age_33_50,6834.0,False,High Expense
1190,1263_01,Mars,False,F/244/S,TRAPPIST-1e,25.0,False,1084.0,1.0,66.0,0.0,5.0,Batses Vloaf,False,True,1,F,S,True,False,False,False,False,False,Age_19-25,1156.0,False,Medium Expense
1191,1264_01,Earth,False,E/79/P,TRAPPIST-1e,51.0,False,0.0,1.0,0.0,51.0,945.0,Franda Roberrenn,False,True,1,E,P,True,False,False,False,False,False,age_50+,997.0,False,Medium Expense
1192,1267_01,Earth,True,G/191/S,PSO J318.5-22,34.0,,0.0,0.0,0.0,0.0,0.0,Hencey Jacostaffey,True,True,1,G,S,True,False,False,False,False,False,Age_33_50,0.0,True,No Expense
1193,1269_01,Mars,False,E/80/P,TRAPPIST-1e,21.0,False,2066.0,0.0,15.0,0.0,1.0,Gorn Pane,False,True,1,E,P,True,False,False,False,False,False,Age_19-25,2082.0,False,High Expense
1194,1271_01,Earth,True,G/189/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Melara Hubbarrison,False,True,1,G,P,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
1195,1273_01,Earth,False,F/246/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,759.0,0.0,Teremy Cruzaley,False,True,1,F,S,True,False,False,False,False,False,Age_19-25,759.0,False,Medium Expense
1196,1274_01,Earth,False,F/254/P,55 Cancri e,38.0,False,0.0,0.0,591.0,40.0,173.0,Claine Willangsey,False,True,1,F,P,True,False,False,False,False,False,Age_33_50,804.0,False,Medium Expense
1197,1278_01,Earth,True,G/190/P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Ren Howayery,False,True,1,G,P,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
1198,1279_01,Europa,True,C/50/P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Sadark Dynigic,True,True,1,C,P,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
1199,1280_01,Earth,False,F/257/P,PSO J318.5-22,44.0,False,0.0,178.0,482.0,0.0,0.0,Antone Leton,True,True,1,F,P,True,False,False,False,False,False,Age_33_50,660.0,False,Low Expense
1200,1281_01,Earth,True,G/193/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Andice Tranciams,False,True,1,G,S,True,False,False,False,False,False,Age_0-18,0.0,True,No Expense
1201,1282_01,Earth,True,G/191/P,PSO J318.5-22,18.0,,0.0,0.0,0.0,0.0,0.0,Dony Handertiz,False,True,1,G,P,True,False,False,False,False,False,Age_0-18,0.0,True,No Expense
1202,1283_01,Earth,False,G/194/S,TRAPPIST-1e,19.0,False,6.0,,1.0,714.0,0.0,Enrie Burchanez,False,True,1,G,S,True,False,False,False,False,False,Age_19-25,721.0,False,Medium Expense
1203,1284_01,Mars,True,F/247/S,,,False,0.0,,0.0,0.0,0.0,Hal Knité,True,True,1,F,S,True,False,False,False,False,False,,0.0,True,No Expense
1204,1285_01,Earth,False,F/258/P,55 Cancri e,36.0,False,286.0,415.0,16.0,0.0,0.0,Ricia Weaverays,False,True,1,F,P,True,False,False,False,False,False,Age_33_50,717.0,False,Medium Expense
1205,1286_01,Mars,True,F/248/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Jackix Fache,True,True,1,F,S,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1206,1287_01,Mars,True,F/259/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Wilves Pimne,True,False,3,F,P,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1207,1287_02,Mars,True,F/259/P,55 Cancri e,4.0,False,0.0,0.0,0.0,,0.0,,True,False,3,F,P,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1208,1287_03,Mars,False,F/259/P,TRAPPIST-1e,21.0,False,733.0,0.0,1084.0,1.0,43.0,Diles Pimne,False,False,3,F,P,True,False,False,False,False,False,Age_19-25,1861.0,False,High Expense
1209,1288_01,Earth,False,G/192/P,TRAPPIST-1e,24.0,False,621.0,0.0,0.0,0.0,0.0,Nance Flemaney,False,True,1,G,P,True,False,False,False,False,False,Age_19-25,621.0,False,Low Expense
1210,1289_01,Earth,False,G/195/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,,Idace Fultz,False,False,2,G,S,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1211,1289_02,Earth,False,G/195/S,TRAPPIST-1e,18.0,False,789.0,0.0,2.0,0.0,19.0,Chelsa Fultz,False,False,2,G,S,True,False,False,False,False,False,Age_0-18,810.0,False,Medium Expense
1212,1291_01,Mars,False,F/260/P,TRAPPIST-1e,33.0,False,1758.0,59.0,4.0,0.0,0.0,Sceres Ponie,False,True,1,F,P,True,False,False,False,False,False,Age_33_50,1821.0,False,High Expense
1213,1292_01,Europa,False,B/55/S,55 Cancri e,31.0,True,0.0,27723.0,3.0,202.0,3146.0,Scharab Conale,True,False,2,B,S,True,False,False,False,False,False,Age_26-32,31074.0,False,High Expense
1214,1292_02,Europa,False,B/55/S,TRAPPIST-1e,43.0,False,105.0,368.0,268.0,842.0,13.0,Izarino Conale,True,False,2,B,S,True,False,False,False,False,False,Age_33_50,1596.0,False,High Expense
1215,1293_01,Earth,False,F/261/P,TRAPPIST-1e,20.0,False,213.0,0.0,,0.0,584.0,Elany Bertsontry,False,True,1,F,P,True,False,False,False,False,False,Age_19-25,797.0,False,Medium Expense
1216,1294_01,Europa,True,A/14/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Aldhib Gulcepusy,True,False,3,A,S,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
1217,1294_02,Europa,True,A/14/S,PSO J318.5-22,30.0,False,0.0,0.0,0.0,0.0,0.0,Chamak Plegred,True,False,3,A,S,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
1218,1294_03,Europa,False,A/14/S,TRAPPIST-1e,28.0,True,,0.0,,0.0,0.0,Dscheat Gulcepusy,False,False,3,A,S,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
1219,1295_01,Earth,,np.nan/np.nan/np.nan,TRAPPIST-1e,19.0,False,68.0,0.0,0.0,719.0,0.0,Nica Vaught,False,True,1,F,S,False,True,False,False,False,False,Age_19-25,787.0,False,Medium Expense
1220,1299_01,Earth,False,F/250/S,TRAPPIST-1e,22.0,False,0.0,0.0,675.0,5.0,0.0,Naomin Moodsey,True,True,1,F,S,True,False,False,False,False,False,Age_19-25,680.0,False,Low Expense
1221,1300_01,Earth,False,F/251/S,55 Cancri e,27.0,False,1.0,299.0,1.0,380.0,13.0,Loria Robins,False,True,1,F,S,True,False,False,False,False,False,Age_26-32,694.0,False,Low Expense
1222,1302_01,Mars,False,D/45/S,55 Cancri e,22.0,False,218.0,50.0,4817.0,146.0,256.0,Beah Erry,True,True,1,D,S,True,False,False,False,False,False,Age_19-25,5487.0,False,High Expense
1223,1304_01,Earth,True,E/82/P,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,Lyde Quinnedy,True,False,6,E,P,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1224,1304_02,Earth,False,E/82/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Mamina Carrishley,False,False,6,E,P,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1225,1304_03,Earth,False,E/82/P,TRAPPIST-1e,10.0,False,0.0,0.0,,0.0,0.0,Winia Quinnedy,False,False,6,E,P,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1226,1304_04,Earth,False,E/82/P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Sethew Powenoble,True,False,6,E,P,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1227,1304_05,Earth,True,E/82/P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Moniey Powenoble,False,False,6,E,P,True,False,False,False,False,False,Age_33_50,0.0,True,No Expense
1228,1304_06,Earth,False,E/82/P,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,Margia Powenoble,True,False,6,E,P,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1229,1306_01,Europa,False,B/56/S,TRAPPIST-1e,44.0,False,0.0,3863.0,1.0,1010.0,514.0,Zaurah Irintious,True,False,2,B,S,True,False,False,False,False,False,Age_33_50,5388.0,False,High Expense
1230,1306_02,Europa,False,B/56/S,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,Alsham Irintious,True,False,2,B,S,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1231,1307_01,Earth,True,G/193/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Andrey Norrison,False,True,1,G,P,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
1232,1308_01,Europa,True,np.nan/np.nan/np.nan,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Diram Plegred,True,False,4,F,S,False,True,False,False,False,False,Age_33_50,0.0,True,No Expense
1233,1308_02,Europa,False,E/94/S,55 Cancri e,30.0,False,278.0,3300.0,0.0,8145.0,2519.0,Tachba Plegred,False,False,4,E,S,True,False,False,False,False,False,Age_26-32,14242.0,False,High Expense
1234,1308_03,Europa,False,E/94/S,55 Cancri e,37.0,False,0.0,439.0,0.0,3198.0,6.0,Grafi Plegred,False,False,4,E,S,True,False,False,False,False,False,Age_33_50,3643.0,False,High Expense
1235,1308_04,Europa,True,E/94/S,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Medib Plegred,True,False,4,E,S,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
1236,1309_01,Earth,False,F/264/P,TRAPPIST-1e,19.0,False,0.0,4.0,109.0,0.0,671.0,Regana Gordond,True,True,1,F,P,True,False,False,False,False,False,Age_19-25,784.0,False,Medium Expense
1237,1310_01,Europa,False,C/52/S,TRAPPIST-1e,57.0,False,0.0,987.0,1.0,4948.0,53.0,Kitauon Coillery,False,True,1,C,S,True,False,False,False,False,False,age_50+,5989.0,False,High Expense
1238,1311_01,Mars,False,F/265/P,,1.0,False,0.0,0.0,0.0,0.0,0.0,Pios Make,True,False,3,F,P,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1239,1311_02,Mars,False,F/265/P,TRAPPIST-1e,17.0,False,948.0,47.0,292.0,0.0,0.0,Wale Make,False,False,3,F,P,True,False,False,False,False,False,Age_0-18,1287.0,False,Medium Expense
1240,1311_03,Mars,False,D/43/P,TRAPPIST-1e,26.0,False,1946.0,4.0,4.0,0.0,623.0,Muld Make,False,False,3,D,P,True,False,False,False,False,False,Age_26-32,2577.0,False,High Expense
1241,1312_01,Earth,True,G/194/P,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Darley Blandez,True,True,1,G,P,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
1242,1316_01,Europa,True,E/95/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Sadrus Quelfly,True,False,2,E,S,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
1243,1316_02,Europa,False,E/95/S,55 Cancri e,36.0,False,0.0,847.0,,4664.0,89.0,Arion Quelfly,False,False,2,E,S,True,False,False,False,False,False,Age_33_50,5600.0,False,High Expense
1244,1317_01,Mars,False,F/266/P,TRAPPIST-1e,25.0,False,2508.0,0.0,23.0,0.0,67.0,Ton Tité,False,True,1,F,P,True,False,False,False,False,False,Age_19-25,2598.0,False,High Expense
1245,1322_01,Earth,True,G/196/P,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Tonnie Masquez,True,True,1,G,P,True,False,False,False,False,False,Age_33_50,0.0,True,No Expense
1246,1323_01,Earth,True,F/267/P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Jilla Gamberson,True,True,1,F,P,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
1247,1324_01,Earth,True,G/199/S,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,Carona Gilleyons,False,False,3,G,S,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1248,1324_02,Earth,False,G/199/S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,Wen Gilleyons,False,False,3,G,S,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1249,1324_03,Earth,True,G/199/S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Lewise Gilleyons,True,False,3,G,S,True,False,False,False,False,False,Age_33_50,0.0,True,No Expense
1250,1325_01,Earth,True,E/97/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Jimen Barbes,True,False,3,E,S,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1251,1325_02,Earth,False,E/97/S,TRAPPIST-1e,24.0,False,70.0,160.0,340.0,0.0,336.0,Wilmay Barbes,False,False,3,E,S,True,False,False,False,False,False,Age_19-25,906.0,False,Medium Expense
1252,1325_03,Earth,True,E/97/S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Lilasa Barbes,True,False,3,E,S,True,False,False,False,False,False,Age_33_50,0.0,True,No Expense
1253,1326_01,Mars,False,F/257/S,TRAPPIST-1e,30.0,False,1450.0,0.0,,0.0,1147.0,Wales Gelte,False,False,2,F,S,True,False,False,False,False,False,Age_26-32,2597.0,False,High Expense
1254,1326_02,Mars,False,F/257/S,TRAPPIST-1e,19.0,False,1507.0,0.0,260.0,0.0,0.0,Stote Gelte,False,False,2,F,S,True,False,False,False,False,False,Age_19-25,1767.0,False,High Expense
1255,1328_01,Earth,True,G/198/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Joandy Rigginsen,False,True,1,G,P,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
1256,1330_01,Mars,False,D/46/S,TRAPPIST-1e,47.0,False,405.0,0.0,193.0,458.0,0.0,Sts Mare,False,False,2,D,S,True,False,False,False,False,False,Age_33_50,1056.0,False,Medium Expense
1257,1330_02,Mars,False,D/46/S,TRAPPIST-1e,28.0,False,120.0,8.0,1128.0,1.0,7.0,Hocops Datty,True,False,2,D,S,True,False,False,False,False,False,Age_26-32,1264.0,False,Medium Expense
1258,1331_01,Earth,True,G/200/S,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Cathya Alshipson,True,True,1,G,S,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
1259,1332_01,Earth,False,E/98/S,TRAPPIST-1e,29.0,False,28.0,0.0,561.0,203.0,0.0,Kayd Hurchez,False,True,1,E,S,True,False,False,False,False,False,Age_26-32,792.0,False,Medium Expense
1260,1333_01,Earth,False,F/269/P,PSO J318.5-22,32.0,False,0.0,486.0,0.0,229.0,26.0,Elindy Fryes,False,True,1,F,P,True,False,False,False,False,False,Age_26-32,741.0,False,Medium Expense
1261,1335_01,Earth,True,G/199/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Shan Moodsey,False,True,1,G,P,True,False,False,False,False,False,Age_33_50,0.0,True,No Expense
1262,1336_01,Earth,True,G/201/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,,True,True,1,G,S,True,False,False,False,False,False,Age_0-18,0.0,True,No Expense
1263,1337_01,Earth,,F/258/S,55 Cancri e,35.0,False,775.0,14.0,0.0,610.0,4.0,Brank Shermann,False,True,1,F,S,True,False,False,False,False,False,Age_33_50,1403.0,False,Medium Expense
1264,1340_01,Earth,True,G/203/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Pamiea Harrenoldez,False,True,1,G,S,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
1265,1342_01,Earth,False,G/200/P,TRAPPIST-1e,34.0,False,0.0,118.0,5.0,0.0,761.0,Darry Mayder,False,True,1,G,P,True,False,False,False,False,False,Age_33_50,884.0,False,Medium Expense
1266,1345_01,Earth,False,F/260/S,TRAPPIST-1e,25.0,False,1174.0,0.0,18.0,721.0,0.0,Mistie Flowensley,False,True,1,F,S,True,False,False,False,False,False,Age_19-25,1913.0,False,High Expense
1267,1347_01,,False,F/271/P,TRAPPIST-1e,67.0,False,0.0,761.0,0.0,1.0,0.0,Karah Horners,True,True,1,F,P,True,False,False,False,False,False,age_50+,762.0,False,Medium Expense
1268,1348_01,Europa,False,B/57/S,TRAPPIST-1e,22.0,False,0.0,1531.0,0.0,369.0,2969.0,Batan Balightal,False,False,2,B,S,True,False,False,False,False,False,Age_19-25,4869.0,False,High Expense
1269,1348_02,Europa,True,B/57/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Aske Balightal,True,False,2,B,S,True,False,False,False,False,False,,0.0,True,No Expense
1270,1350_01,Earth,True,G/206/S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Sharie Cleang,True,False,4,G,S,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
1271,1350_02,Earth,False,F/261/S,TRAPPIST-1e,14.0,False,1489.0,2.0,126.0,460.0,72.0,Isa Cleang,False,False,4,F,S,True,False,False,False,False,False,Age_0-18,2149.0,False,High Expense
1272,1350_03,Earth,False,G/206/S,PSO J318.5-22,42.0,False,491.0,106.0,8.0,202.0,0.0,Mamina Cleang,False,False,4,G,S,True,False,False,False,False,False,Age_33_50,807.0,False,Medium Expense
1273,1350_04,Earth,True,G/206/S,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Lulah Cleang,False,False,4,G,S,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
1274,1351_01,Earth,False,G/202/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,,False,True,1,G,P,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
1275,1352_01,Mars,False,F/272/P,TRAPPIST-1e,31.0,False,43.0,782.0,1.0,660.0,0.0,Sps Gerry,False,True,1,F,P,True,False,False,False,False,False,Age_26-32,1486.0,False,High Expense
1276,1353_01,Mars,False,F/262/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Dontch Tepie,True,False,4,F,S,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1277,1353_02,Mars,False,F/262/S,TRAPPIST-1e,39.0,False,1535.0,0.0,340.0,0.0,723.0,Beant Tepie,False,False,4,F,S,True,False,False,False,False,False,Age_33_50,2598.0,False,High Expense
1278,1353_03,Mars,True,F/262/S,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,,Cings Tepie,True,False,4,F,S,True,False,False,False,False,False,Age_33_50,0.0,True,No Expense
1279,1353_04,Mars,False,F/262/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Fex Tepie,True,False,4,F,S,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1280,1355_01,Earth,True,G/203/P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Timmie Paynard,True,True,1,G,P,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
1281,1356_01,Earth,False,G/207/S,TRAPPIST-1e,21.0,False,0.0,39.0,0.0,310.0,539.0,Leony Rothewson,False,True,1,G,S,True,False,False,False,False,False,Age_19-25,888.0,False,Medium Expense
1282,1357_01,Mars,True,D/48/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Bet Stre,True,True,1,D,S,True,False,False,False,False,False,Age_33_50,0.0,True,No Expense
1283,1360_01,Earth,False,E/100/S,TRAPPIST-1e,25.0,False,0.0,997.0,0.0,0.0,0.0,Terta Blandez,True,True,1,E,S,True,False,False,False,False,False,Age_19-25,997.0,False,Medium Expense
1284,1362_01,Earth,False,F/265/S,TRAPPIST-1e,23.0,False,0.0,1268.0,0.0,119.0,2.0,,False,True,1,F,S,True,False,False,False,False,False,Age_19-25,1389.0,False,Medium Expense
1285,1365_01,Europa,False,B/58/S,55 Cancri e,33.0,False,77.0,2381.0,0.0,3656.0,150.0,Alkeson Exnutch,False,False,2,B,S,True,False,False,False,False,False,Age_33_50,6264.0,False,High Expense
1286,1365_02,Europa,True,B/58/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Anchird Exnutch,True,False,2,B,S,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
1287,1366_01,Earth,True,G/206/P,55 Cancri e,40.0,False,0.0,,0.0,0.0,0.0,Searla Hestes,True,True,1,G,P,True,False,False,False,False,False,Age_33_50,0.0,True,No Expense
1288,1368_01,Earth,True,G/208/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Iandy Lanks,False,True,1,G,P,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
1289,1370_01,Earth,False,E/102/S,TRAPPIST-1e,21.0,False,965.0,0.0,23.0,3.0,0.0,Timmy Waterson,False,True,1,E,S,True,False,False,False,False,False,Age_19-25,991.0,False,Medium Expense
1290,1371_01,Mars,,D/44/P,TRAPPIST-1e,25.0,False,591.0,466.0,0.0,0.0,0.0,Dunch Kuche,False,True,1,D,P,True,False,False,False,False,False,Age_19-25,1057.0,False,Medium Expense
1291,1375_01,Earth,False,G/208/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Aleen Sykess,False,False,2,G,S,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1292,1375_02,Earth,False,F/267/S,TRAPPIST-1e,19.0,False,0.0,3.0,946.0,0.0,0.0,Gwendy Sykess,False,False,2,F,S,True,False,False,False,False,False,Age_19-25,949.0,False,Medium Expense
1293,1376_01,Earth,True,G/211/P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Karia Delez,False,True,1,G,P,True,False,False,False,False,False,Age_33_50,0.0,True,No Expense
1294,1377_01,Europa,False,C/52/P,TRAPPIST-1e,43.0,False,0.0,2801.0,537.0,42.0,144.0,Coxah Coniple,True,True,1,C,P,True,False,False,False,False,False,Age_33_50,3524.0,False,High Expense
1295,1378_01,Earth,False,G/212/P,TRAPPIST-1e,19.0,False,245.0,41.0,550.0,,0.0,Joyces Caineson,False,False,2,G,P,True,False,False,False,False,False,Age_19-25,836.0,False,Medium Expense
1296,1378_02,Earth,False,F/275/P,TRAPPIST-1e,22.0,False,926.0,0.0,0.0,0.0,78.0,Ellena Caineson,True,False,2,F,P,True,False,False,False,False,False,Age_19-25,1004.0,False,Medium Expense
1297,1379_01,Earth,False,F/268/S,TRAPPIST-1e,16.0,False,0.0,30.0,0.0,769.0,4.0,Lillen Mcgowaymond,False,True,1,F,S,True,False,False,False,False,False,Age_0-18,803.0,False,Medium Expense
1298,1380_01,Europa,False,C/53/S,55 Cancri e,42.0,False,0.0,21.0,0.0,2735.0,3604.0,Quarke Fuleng,False,True,1,C,S,True,False,False,False,False,False,Age_33_50,6360.0,False,High Expense
1299,1381_01,Earth,True,G/209/S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Stevey Hoopez,True,True,1,G,S,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
1300,1382_01,Earth,False,E/104/S,,35.0,False,0.0,1125.0,429.0,0.0,55.0,Ritany Daughttley,False,True,1,E,S,True,False,False,False,False,False,Age_33_50,1609.0,False,High Expense
1301,1383_01,Europa,True,D/49/S,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,Rasatik Resendent,True,True,1,D,S,True,False,False,False,False,False,age_50+,0.0,True,No Expense
1302,1384_01,Earth,False,E/105/S,TRAPPIST-1e,17.0,False,21.0,0.0,690.0,260.0,5.0,Violan Mayods,False,False,5,E,S,True,False,False,False,False,False,Age_0-18,976.0,False,Medium Expense
1303,1384_02,Earth,True,G/210/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Berty Mayods,False,False,5,G,S,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1304,1384_03,Earth,False,F/269/S,TRAPPIST-1e,22.0,False,0.0,442.0,0.0,0.0,368.0,Fredy Mayods,True,False,5,F,S,True,False,False,False,False,False,Age_19-25,810.0,False,Medium Expense
1305,1384_04,Earth,False,F/269/S,TRAPPIST-1e,41.0,False,338.0,0.0,377.0,2.0,86.0,Shard Mayods,True,False,5,F,S,True,False,False,False,False,False,Age_33_50,803.0,False,Medium Expense
1306,1384_05,Earth,False,E/105/S,,19.0,False,189.0,510.0,0.0,0.0,0.0,Fany Mayods,True,False,5,E,S,True,False,False,False,False,False,Age_19-25,699.0,False,Low Expense
1307,1385_01,,False,G/213/P,TRAPPIST-1e,39.0,False,705.0,3.0,0.0,0.0,0.0,Alvira Foxter,False,True,1,G,P,True,False,False,False,False,False,Age_33_50,708.0,False,Low Expense
1308,1386_01,Earth,True,G/214/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Murie Polliamposs,True,True,1,G,P,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
1309,1387_01,Mars,False,E/85/P,TRAPPIST-1e,31.0,False,1088.0,0.0,280.0,0.0,0.0,Trise Hacle,False,True,1,E,P,True,False,False,False,False,False,Age_26-32,1368.0,False,Medium Expense
1310,1389_01,Earth,True,G/212/S,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Hatty Lowelliott,True,True,1,G,S,True,False,False,False,False,False,Age_33_50,0.0,True,No Expense
1311,1390_01,Earth,True,G/215/P,PSO J318.5-22,1.0,False,0.0,0.0,,0.0,0.0,Mathy Meltoney,True,True,1,G,P,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
1312,1391_01,Mars,True,F/276/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Berios Apie,True,False,3,F,P,True,False,False,False,False,False,Age_0-18,0.0,True,No Expense
